model,question,style,tokens_in,tokens_out,cost_in_usd,cost_out_usd,cost_usd,response_preview,latency_ms
gpt-oss-120b,simple_code,bullets,89,809,3.6593439644244114e-06,0.00015352165603557558,0.000157181,- `def is_palindrome(s):`   - `    s = ''.join(c.lower() for c in s if c.isalnum())`   - `    return s == s[::-1]`   - `# Example usage:`   - `print(i,22728
gpt-oss-120b,simple_code,ultrashort,35,18,1.3649999999999998e-06,3.2400000000000003e-06,4.605e-06,```python def is_palindrome(s):     return s == s[::-1] ```,6633
gpt-oss-120b,simple_code,yoda,102,890,1.081375945619998e-05,0.00043548624054380006,0.0004463,"A Python function write that checks if a string is a palindrome.  ```python def is_palindrome(s: str) -> bool:     """"""Return True if the string s is a",8199
qwen3.6-35b,jwt_auth,baseline,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,jwt_auth,caveman,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,jwt_auth,telegraph,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,jwt_auth,minimal,44,1741,7.092799999999999e-06,0.00168050025,0.00168759305,"JWTs are signed JSON objects containing three base64url-encoded segments: header (algorithm), payload (claims like user ID/expiry), and signature (hea",9548
qwen3.6-35b,jwt_auth,structured,58,1251,9.3496e-06,0.00120752775,0.00121687735,"ANSWER: JWT authentication uses cryptographically signed JSON objects to securely transmit claims between parties, enabling stateless server verificat",6982
qwen3.6-35b,jwt_auth,bullets,46,1190,7.4152e-06,0.0011486475,0.0011560627,"- Server generates token after login. - Token holds header, payload, signature. - Payload stores user claims. - Client saves token locally. - Client s",7570
qwen3.6-35b,jwt_auth,ultrashort,38,1151,6.125599999999999e-06,0.0011110027499999999,0.00111712835,JWT authentication works by having the server issue a cryptographically signed JSON token containing user claims that clients send with requests for t,6887
qwen3.6-35b,jwt_auth,yoda,43,1160,6.9316e-06,0.00111969,0.0011266216,"Authentication, JWT. Token, issues. Header, contains, payload, signature. Verified signature, server. Secret key, a uses. Sent headers, in token, clie",8492
qwen3.6-35b,sql_explain,baseline,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,sql_explain,caveman,38,1065,6.1255999999999994e-06,0.0010279912499999999,0.00103411685,Index: quick map. point spot. skip big pile.  Use: slow look. big data. find often. sort need.  Warn: build slow. take space.,7054
qwen3.6-35b,sql_explain,telegraph,68,1961,1.0961599999999999e-05,0.00189285525,0.00190381685,"• Data structure→↑read perf,↑write overhead • Maps search key→row ptr→bypasses full table scan • Types: B-tree (range), Hash (eq), Bitmap (low card), ",13113
qwen3.6-35b,sql_explain,minimal,44,1083,7.092799999999999e-06,0.00104536575,0.00105245855,"A database index is a data structure that maps column values to row locations, speeding up reads at the cost of extra storage and slower writes. Use o",6689
qwen3.6-35b,sql_explain,structured,58,1177,9.349599999999998e-06,0.0011360992499999999,0.00114544885,"ANSWER: A database index is a supplementary data structure that accelerates data retrieval by acting like a lookup table, trading additional storage a",7531
qwen3.6-35b,sql_explain,bullets,46,1123,7.415199999999998e-06,0.0010839757499999999,0.00109139095,- Speeds up data retrieval operations significantly. - Acts like a book's table of contents. - Consumes additional disk storage space. - Slows down wr,6662
qwen3.6-35b,sql_explain,ultrashort,38,399,6.1256e-06,0.00038513474999999996,0.00039126035,"A database index is a specialized data structure that accelerates data retrieval by avoiding full table scans, and you should use it on columns freque",3128
qwen3.6-35b,sql_explain,yoda,43,1042,6.9316e-06,0.0010057905,0.0010127221,"When use you should a database index, and what is one?",6508
qwen3.6-35b,debug_task,baseline,24,2025,3.868799999999999e-06,0.00195463125,0.00195850005,"In Python, **every function returns a value**. If no explicit `return` statement is executed, Python implicitly returns `None`. This is by design, but",12059
qwen3.6-35b,debug_task,caveman,40,1819,6.448e-06,0.00175578975,0.00176223775,forget return word return empty hole end code no return print show picture if path miss return drop result forget call function lose value deep call n,10696
qwen3.6-35b,debug_task,telegraph,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,debug_task,minimal,46,875,7.4152e-06,0.00084459375,0.00085200895,"- Missing `return` statement - `return` without an expression - Conditional branches skipping `return` - In-place methods (`list.append()`, `list.sort",5261
qwen3.6-35b,debug_task,structured,60,1170,9.672e-06,0.0011293425,0.0011390145,"ANSWER: Python functions return None by default when no return value is specified, a conditional path is skipped, or a method is expected to return a ",7718
qwen3.6-35b,debug_task,bullets,48,693,1.4390336452422598e-05,0.0012440496635475772,0.00125844,- Missing return statement at function end - Accidentally using print instead of return - Calling in-place methods like sort or append - Returning ins,6858
qwen3.6-35b,debug_task,ultrashort,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,debug_task,yoda,45,1044,7.2539999999999995e-06,0.001007721,0.001014975,None returns unexpectedly. My Python function. What causes are the most common?,6348
qwen3.6-35b,design_q,baseline,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,design_q,caveman,35,1073,5.6419999999999995e-06,0.00103571325,0.00104135525,REST. Many endpoints. Fixed data. Fetch too much. Fetch too little. Many calls. GraphQL. One endpoint. Ask exact. Get only want. One call. Difference.,7434
qwen3.6-35b,design_q,telegraph,65,1272,1.0477999999999999e-05,0.001227798,0.001238276,• REST→multiple endpoints per resource; GraphQL→single entry point • REST→HTTP methods drive semantics; GraphQL→unified query language→req→res pipelin,8091
qwen3.6-35b,design_q,minimal,41,1068,6.609199999999999e-06,0.001030887,0.0010374962,"REST: multiple fixed endpoints with predefined responses, often over- or under-fetching data. GraphQL: single endpoint with client-specified fields vi",6916
qwen3.6-35b,design_q,structured,55,1158,8.866e-06,0.0011177595,0.0011266255,"ANSWER: REST uses multiple predefined endpoints with fixed response structures, while GraphQL uses a single endpoint with a flexible query language th",7130
qwen3.6-35b,design_q,bullets,43,809,6.9316e-06,0.0007808872499999999,0.00078781885,• REST uses multiple endpoints; GraphQL uses one endpoint. • REST returns fixed data; GraphQL lets clients choose data. • REST causes over and under f,5048
qwen3.6-35b,design_q,ultrashort,35,638,5.6419999999999995e-06,0.0006158295,0.0006214715,"REST relies on multiple fixed endpoints that return predefined data structures, while GraphQL uses a single endpoint that allows clients to request ex",4411
qwen3.6-35b,design_q,yoda,40,1038,6.447999999999999e-06,0.0010019294999999999,0.0010083775,Between REST and GraphQL difference the is what?,7289
qwen3.6-35b,simple_code,baseline,23,1625,3.7076e-06,0.0015685312499999998,0.00157223885,"Here are two common approaches, depending on your needs:  ### 🔹 1. Simple & Pythonic (Exact Match) Ignores nothing. Best when you want strict characte",8585
qwen3.6-35b,simple_code,caveman,-1,-1,,,,ERROR: 'NoneType' object is not subscriptable,-1
qwen3.6-35b,simple_code,telegraph,69,1121,1.11228e-05,0.00108204525,0.00109316805,• fn is_palindrome(s: str) -> bool • strip non-alphanum→clean s • lower s→normalize case • compare s vs s[::-1]→bool res • return res→exit • impl: • d,6696
qwen3.6-35b,simple_code,minimal,45,1042,7.2539999999999995e-06,0.0010057905,0.0010130445,def is_palindrome(s): return s == s[::-1],6304
qwen3.6-35b,simple_code,structured,59,1112,9.510799999999999e-06,0.001073358,0.0010828688,"ANSWER: The function returns True if the input string reads identically forwards and backwards, otherwise False. | STEPS: 1. Receive string input. 2. ",6576
qwen3.6-35b,simple_code,bullets,47,1074,7.576399999999999e-06,0.0010366785,0.0010442549,- def is_palindrome(s): - return s == s[::-1] - Preprocess with strip().lower() - Returns True for palindromes - Example: is_palindrome('madam'),6575
qwen3.6-35b,simple_code,ultrashort,39,931,6.2868e-06,0.00089864775,0.00090493455,```python def is_palindrome(s):     return s == s[::-1] ```,5511
qwen3.6-35b,simple_code,yoda,44,1073,7.092799999999999e-06,0.00103571325,0.00104280605,"Palindrome, checks does it. Code, here is:  ```python def is_palindrome(s: str) -> bool:     s = s.lower()     return s == s[::-1] ```",7394
llama-3.3-70b,jwt_auth,baseline,22,746,2.2e-06,0.00023872,0.00024092,JSON Web Token (JWT) Authentication =====================================  JSON Web Token (JWT) authentication is a popular authentication mechanism u,33009
llama-3.3-70b,jwt_auth,caveman,37,90,3.699999999999999e-06,2.88e-05,3.25e-05,Me explain.  User login. Get token. Token have claims. Claims say who user. Claims signed with secret.  Python example: ```python import jwt  secret =,3918
llama-3.3-70b,jwt_auth,telegraph,68,223,8.559160696008186e-06,8.982083930399182e-05,9.838e-05,* User requests access → Server req auth * User provides credentials → Server verifies credentials * Credentials valid → Server generates JWT (JSON We,7019
llama-3.3-70b,jwt_auth,minimal,43,358,4.2999999999999995e-06,0.00011456,0.00011886,**JWT Authentication Process:**  1. Client requests access with credentials. 2. Server verifies credentials and generates a JWT token containing user ,13876
llama-3.3-70b,jwt_auth,structured,82,238,1.0289853010905643e-05,9.557014698909437e-05,0.00010586,ANSWER: JWT authentication works by verifying a digitally signed token containing user data sent with each request.  STEPS:  1. User authenticates wit,4462
llama-3.3-70b,jwt_auth,bullets,69,66,8.709957173447538e-06,2.6660042826552464e-05,3.537e-05,* User logs in with credentials * Server verifies user credentials * Server generates JWT token * Token sent to client * Client stores token locally *,1594
llama-3.3-70b,jwt_auth,ultrashort,38,108,4.787643378519291e-06,4.354235662148071e-05,4.833e-05,"```python import jwt import time  def generate_token(payload):     return jwt.encode(payload, ""secret_key"", algorithm=""HS256"")  def verify_token(token",3458
llama-3.3-70b,jwt_auth,yoda,43,241,5.386354704003929e-06,9.660364529599609e-05,0.00010199,"Works JWT authentication, how, explain I shall.   Token creation, process of, is.  User credentials, verified, are.  Payload, created, a.  Headers, ad",5319
llama-3.3-70b,sql_explain,baseline,22,628,8.303603071470763e-06,0.0007584963969285292,0.0007668,**Database Index Overview** ==========================  A database index is a data structure that improves the speed of data retrieval operations on a,2842
llama-3.3-70b,sql_explain,caveman,37,16,3.6999999999999997e-06,5.12e-06,8.82e-06,Me tell. Index fast. Find data quick. Use when much data.,6271
llama-3.3-70b,sql_explain,telegraph,92,93,1.1608624229979466e-05,3.7551375770020535e-05,4.916e-05,* db index: data structure improving query performance * use when: frequent queries → slower res * use when: large db tables → slower query res * use ,5466
llama-3.3-70b,sql_explain,minimal,43,49,4.2999999999999995e-06,1.568e-05,1.998e-05,A database index is a data structure that improves query performance by allowing the database to quickly locate and retrieve specific data. Use one wh,2012
llama-3.3-70b,sql_explain,structured,57,82,5.7000000000000005e-06,2.6240000000000006e-05,3.194e-05,"ANSWER: A database index is a data structure that improves query performance by allowing for faster data retrieval, and should be used when frequently",4050
llama-3.3-70b,sql_explain,bullets,69,57,2.4899284009546536e-05,6.582071599045347e-05,9.072e-05,* Speeds up query performance * Improves data retrieval time * Use on frequently queried columns * Use on large datasets * Reduces data scanning time ,1488
llama-3.3-70b,sql_explain,ultrashort,62,42,3.550794297352342e-05,7.697205702647657e-05,0.00011248,"A database index is a data structure that improves query performance by allowing the database to quickly locate and retrieve specific data, and you sh",1763
llama-3.3-70b,sql_explain,yoda,43,15,5.476593406593407e-06,6.113406593406594e-06,1.159e-05,"A database index, what is and use one when, you should.",740
llama-3.3-70b,debug_task,baseline,25,535,3.126799078871617e-06,0.00021412320092112838,0.00021725,"# Step-by-step analysis of the problem: 1. **Missing return statement**: When a function doesn't contain a `return` statement, Python defaults to retu",12179
llama-3.3-70b,debug_task,caveman,64,11,8.206451612903226e-06,4.513548387096775e-06,1.272e-05,No return.  Empty list. Fail function.,811
llama-3.3-70b,debug_task,telegraph,70,88,8.889362912400454e-06,3.576063708759955e-05,4.465e-05,* fn not returning value explicitly → None returned by default * cfg issue → incorrect db/auth setup → fn fails → None returned * impl error → unhandl,3161
llama-3.3-70b,debug_task,minimal,46,71,7.681259150805272e-06,3.7938740849194724e-05,4.562e-05,1. Forgetting to include a return statement. 2. Reaching the end of a function without hitting a return statement. 3. Return statement with no value (,2005
llama-3.3-70b,debug_task,structured,59,65,5.899999999999999e-06,2.0800000000000004e-05,2.67e-05,ANSWER: The function returns None due to missing return statements or implicit returns | STEPS:  1. Check for missing return statements 2. Verify func,2624
llama-3.3-70b,debug_task,bullets,46,38,4.599999999999999e-06,1.2159999999999999e-05,1.676e-05,* No return statement * Return statement missing value * Function not called correctly * Error in function body * Variable not defined * Incorrect fun,2121
llama-3.3-70b,debug_task,ultrashort,39,25,1.7500840336134454e-05,3.589915966386554e-05,5.34e-05,"Missing return statement, function not properly handling exceptions, or implicit return of None due to function not reaching an explicit return statem",1443
llama-3.3-70b,debug_task,yoda,45,15,8.419354838709678e-06,8.980645161290323e-06,1.74e-05,"Unexpectedly None returns function Python my, causes common most what are?",836
llama-3.3-70b,design_q,baseline,44,604,5.226224200728451e-06,0.00022957377579927154,0.0002348,REST (Representational State of Resource) and GraphQL are two different architectural styles for designing networked applications. The main difference,15399
llama-3.3-70b,design_q,caveman,35,14,6.447368421052632e-06,8.25263157894737e-06,1.47e-05,REST. Fixed. Endpoints. GraphQL. Flexible. Query.,787
llama-3.3-70b,design_q,telegraph,64,121,6.4e-06,3.872e-05,4.512e-05,"* REST: resource-based, fixed endpoints, fn/cfg via headers/params * GraphQL: query-based, single endpoint, fn/cfg via query language * REST → more ov",7216
llama-3.3-70b,design_q,minimal,41,46,5.214319872476089e-06,1.872068012752391e-05,2.3935e-05,"REST (Representational State of Resource) is an architectural style for APIs that uses fixed endpoints and returns fixed data, whereas GraphQL is a qu",1795
llama-3.3-70b,design_q,structured,54,59,5.400000000000001e-06,1.8880000000000002e-05,2.428e-05,"ANSWER: REST and GraphQL are two different API architectures, with REST focusing on resource-based interactions and GraphQL focusing on query-based in",5267
llama-3.3-70b,design_q,bullets,42,32,5.372160664819944e-06,1.3097839335180055e-05,1.847e-05,* REST is resource-based * GraphQL is query-based * REST is rigid * GraphQL is flexible * REST returns fixed * GraphQL returns custom,1597
llama-3.3-70b,design_q,ultrashort,59,34,7.478724672228844e-06,1.3791275327771159e-05,2.127e-05,"REST is a resource-based architecture that uses fixed endpoints and returns all data, whereas GraphQL is a query-based architecture that allows client",1285
llama-3.3-70b,design_q,yoda,40,10,7.666666666666667e-06,6.133333333333334e-06,1.38e-05,"Difference between GraphQL and REST, what is?",1077
llama-3.3-70b,simple_code,baseline,48,300,3.2805714285714284e-05,0.0006561142857142857,0.00068892,"**Palindrome Checker Function** ================================  ### Description  This function checks if a given string is a palindrome, i.e., it re",7695
llama-3.3-70b,simple_code,caveman,39,28,4.993273716951788e-06,1.1471726283048211e-05,1.6465e-05,Me make function.   ```python def is_palindrome(word): Me check.      return word == word[::-1] ```,1415
llama-3.3-70b,simple_code,telegraph,68,62,6.799999999999999e-06,1.984e-05,2.664e-05,* fn: `is_palindrome` * cfg: none * db: none * auth: none * impl: `return s == s[::-1]` * req: `s: str` * res: `bool` * err: `TypeError` → `s` not str,3953
llama-3.3-70b,simple_code,minimal,45,24,5.708128078817733e-06,9.741871921182267e-06,1.545e-05,```python def is_palindrome(s: str) -> bool:     return s == s[::-1] ```,738
llama-3.3-70b,simple_code,structured,83,100,9.877617866004964e-06,3.808238213399504e-05,4.796e-05,"ANSWER: The function checks if a string is the same when reversed, ignoring case and non-alphanumeric characters.  STEPS:  1. Remove non-alphanumeric ",2272
llama-3.3-70b,simple_code,bullets,70,27,8.906649616368287e-06,1.0993350383631714e-05,1.99e-05,* def is_palindrome(s) * returns bool value * checks string reverse * uses slicing syntax * case sensitivity matters,1072
llama-3.3-70b,simple_code,ultrashort,39,23,4.942539964476021e-06,9.327460035523978e-06,1.427e-05,```python def is_palindrome(s: str) -> bool: return s == s[::-1] ```,872
llama-3.3-70b,simple_code,yoda,68,102,8.55862068965517e-06,4.108137931034483e-05,4.964e-05,A Python function that checks if a string is a palindrome write you must.  Function def palindrome_check(s) a string s checks.  If s reversed equals s,2769
gemma4-26b,jwt_auth,baseline,24,1024,1.7512871287128707e-06,0.0004109687128712871,0.00041272,### What is JWT Authentication?  **JWT (JSON Web Token)** is an open standard (RFC 7519) that defines a compact and self-contained way for securely tr,28323
gemma4-26b,jwt_auth,caveman,40,339,2.479600945129955e-06,0.00011558039905487004,0.00011806,**JWT TALK**  1. User give name/pass. 2. Server check.  3. Server make token. Token have secret. 4. Server give token to user. 5. User keep token. 6. ,6595
gemma4-26b,jwt_auth,telegraph,72,378,7.953138075313805e-06,0.00022964686192468615,0.0002376,* Client sends creds (user/pass) to auth endpoint * Server validates creds via DB * Server generates JWT containing payload (sub/exp/roles) + secret k,2129
gemma4-26b,jwt_auth,minimal,45,347,2.5016636805733296e-06,0.00010609833631942667,0.0001086,"### Mechanism 1. **Authentication**: User provides credentials (e.g., username/password). 2. **Generation**: Server validates credentials and creates ",15949
gemma4-26b,jwt_auth,structured,58,270,3.603292287751133e-06,9.225670771224886e-05,9.586e-05,ANSWER: JWT authentication uses a cryptographically signed token to verify user identity without storing session state on the server. | STEPS: 1. User,5085
gemma4-26b,jwt_auth,bullets,48,239,3.5201174311926595e-06,9.639988256880735e-05,9.992e-05,* User sends credentials to the server. * Server validates user identity. * Server creates a signed JWT token. * Server sends token back to client. * ,15477
gemma4-26b,jwt_auth,ultrashort,40,187,2.9499298081422554e-06,7.585007019185774e-05,7.88e-05,"JWT authentication works by having a server issue a digitally signed token containing user claims after successful login, which the client then includ",3574
gemma4-26b,jwt_auth,yoda,43,180,4.764133591481123e-06,0.00010968586640851888,0.00011445,"JSON Web Token, what it is? Authentication, it provides.   A header, a payload, and a signature, it contains. The server, the token creates. The clien",1272
gemma4-26b,sql_explain,baseline,25,931,1.5464483529297442e-06,0.0003167435516470703,0.00031829,"To understand a database index, the best analogy is the **index at the back of a textbook.**  If you want to find information about ""Photosynthesis"" i",15959
gemma4-26b,sql_explain,caveman,41,84,2.561888667992047e-06,2.8868111332007956e-05,3.143e-05,"Book like book. Big pile of rocks.   Index like map. Index like list.   Find stone fast. No hunt every stone. Find one stone, skip many.  Use index: B",12451
gemma4-26b,sql_explain,telegraph,73,166,4.556947261663286e-06,5.6993052738336716e-05,6.155e-05,* DB structure → data retrieval optimization * B-Tree/Hash/GiST impls → faster lookup/sort/filter * Index creation → pointer mapping to row loc * Pros,3107
gemma4-26b,sql_explain,minimal,46,68,2.7380952380952374e-06,2.226190476190476e-05,2.5e-05,A database index is a data structure that improves the speed of data retrieval operations on a table at the cost of additional storage and slower writ,992
gemma4-26b,sql_explain,structured,59,93,3.6971954425942158e-06,3.205280455740579e-05,3.575e-05,ANSWER: A database index is a data structure that improves the speed of data retrieval operations on a table at the cost of additional storage and slo,11880
gemma4-26b,sql_explain,bullets,49,113,3.0583892617449656e-06,3.8791610738255035e-05,4.185e-05,* Data structure improving retrieval speed. * Pointer to data locations within tables. * Reduces time spent searching full tables. * Speeds up WHERE c,3536
gemma4-26b,sql_explain,ultrashort,41,54,2.462426035502958e-06,1.783757396449704e-05,2.03e-05,A database index is a data structure that improves the speed of data retrieval operations at the cost of additional storage and slower write operation,1293
gemma4-26b,sql_explain,yoda,44,16,4.0399999999999994e-06,8.079999999999999e-06,1.212e-05,"A database index, what is it? Use one, when should you?",10781
gemma4-26b,debug_task,baseline,27,896,1.6702946518668015e-06,0.00030485970534813324,0.00030653,"In Python, if a function returns `None` unexpectedly, it is usually because the function reached its end without encountering an explicit `return` sta",17850
gemma4-26b,debug_task,caveman,43,56,2.584900284900285e-06,1.8515099715099718e-05,2.11e-05,"Missing `return` word. Logic path skip `return`. Function end, no value. Variable name wrong. Empty list/dict return. Error hide return. Forgot `retur",1197
gemma4-26b,debug_task,telegraph,75,211,4.297855119384863e-06,6.650214488061514e-05,7.08e-05,* missing `return` stmt $\rightarrow$ implicit `None` * `if/else` logic paths $\rightarrow$ unhandled branch $\rightarrow$ implicit `None` * exception,3422
gemma4-26b,debug_task,minimal,48,148,4.554988399071925e-06,7.724501160092807e-05,8.18e-05,1. **Missing return statement:** The function reaches the end without encountering a `return`. 2. **Implicit return in branches:** A conditional path ,5378
gemma4-26b,debug_task,structured,61,201,3.4722674667809687e-06,6.292773253321902e-05,6.64e-05,"ANSWER: Missing return statements, implicit returns at end of functions, or accidental assignment of a non-returning method. | STEPS: 1. Check if ever",2740
gemma4-26b,debug_task,bullets,51,130,3.1805091383812006e-06,4.458949086161879e-05,4.777e-05,* Missing a `return` statement in the function body. * Conditional branches failing to reach a `return` statement. * `return` statement is indented in,3515
gemma4-26b,debug_task,ultrashort,43,38,2.7182142857142856e-06,1.3211785714285715e-05,1.593e-05,"Common causes include a missing `return` statement, a conditional branch that does not reach a `return` statement, or an in-place method being returne",1463
gemma4-26b,debug_task,yoda,46,16,4.2498507462686556e-06,8.130149253731343e-06,1.238e-05,Unexpectedly None returns Python function my. Common causes most the what are?,651
gemma4-26b,design_q,baseline,22,1024,1.360700389105058e-06,0.00034833929961089493,0.0003497,The fundamental difference between REST (Representational State Transfer) and GraphQL lies in **how they deliver data from a server to a client.**  In,18498
gemma4-26b,design_q,caveman,38,51,2.887284144427001e-06,2.1312715855573e-05,2.42e-05,"REST: Many door. One door, one thing. Many door, many trip. Too much stuff. Too little stuff. Slow.  GraphQL: One door. You ask. You get only what you",11448
gemma4-26b,design_q,telegraph,70,161,5.384615384615384e-06,6.811538461538462e-05,7.35e-05,• REST: resource-based architecture • GraphQL: query-based architecture  • REST: fixed endpoints/res per URI → multiple reqs for complex data (over/un,7114
gemma4-26b,design_q,minimal,43,40,3.2487072243346003e-06,1.66212927756654e-05,1.987e-05,"**REST** uses multiple endpoints to represent resources, returning fixed data structures defined by the server. **GraphQL** uses a single endpoint to ",1443
gemma4-26b,design_q,structured,56,125,4.145581708137189e-06,5.089441829186281e-05,5.504e-05,"ANSWER: REST uses multiple endpoints to represent resources, while GraphQL uses a single endpoint to request specific data shapes. | STEPS: 1. Identif",2659
gemma4-26b,design_q,bullets,46,142,3.4152357920193464e-06,5.7984764207980655e-05,6.14e-05,* REST uses multiple endpoints for different resources. * GraphQL uses a single endpoint for all queries. * REST returns fixed data structures defined,2986
gemma4-26b,design_q,ultrashort,38,24,2.458823529411764e-06,8.541176470588236e-06,1.1e-05,"REST uses multiple endpoints to represent resources, whereas GraphQL uses a single endpoint to allow clients to request specific data structures.",839
gemma4-26b,design_q,yoda,41,10,5.1890625e-06,6.960937500000001e-06,1.215e-05,"REST and GraphQL, the difference is what?",463
gemma4-26b,simple_code,baseline,20,569,1.2e-06,0.00018777,0.00018897,"Here are the two most common ways to approach this.  ### 1. The ""Pythonic"" Way (Slicing) The most efficient and readable way to do this in Python is u",29220
gemma4-26b,simple_code,caveman,42,35,2.6328358208955217e-06,1.2067164179104478e-05,1.47e-05,```python def is_pal(text):     clean = text.lower()     rev = clean[::-1]     return clean == rev ```,1325
gemma4-26b,simple_code,telegraph,74,54,4.695309973045822e-06,1.8844690026954183e-05,2.354e-05,* `def is_palindrome(s: str) -> bool:` * `clean_s = ''.join(c.lower() for c in s if c.isalnum())` * `return clean_s == clean_s[::-1]`,1552
gemma4-26b,simple_code,minimal,47,22,4.171249999999999e-06,1.073875e-05,1.491e-05,```python def is_palindrome(s):     return s == s[::-1] ```,11567
gemma4-26b,simple_code,structured,60,116,3.7512893982808027e-06,3.98887106017192e-05,4.364e-05,"ANSWER: A function `is_palindrome(s)` that returns True if the string reads the same forwards and backwards, otherwise False. | STEPS: 1. Normalize th",3690
gemma4-26b,simple_code,bullets,50,56,3.1480446927374304e-06,1.939195530726257e-05,2.254e-05,"* `def is_palindrome(s):` * `s = s.lower()` * `clean_s = """".join(char for char in s if char.isalnum())` * `return clean_s == clean_s[::-1]`",2259
gemma4-26b,simple_code,ultrashort,42,20,2.6913157894736837e-06,7.048684210526316e-06,9.74e-06,```python def is_palindrome(s): return s == s[::-1] ```,1280
gemma4-26b,simple_code,yoda,45,18,2.8968749999999993e-06,6.373125e-06,9.27e-06,"A function, write you must, that checks if a palindrome, a string is.",822
